val,type,col1
669792: Příchovice u Kořenova,KU,Příchovice u Kořenova [Jablonec nad Nisou] (kód kú: 669792)
735949: Příchovice u Přeštic,KU,Příchovice u Přeštic [Plzeň-jih] (kód kú: 735949)
691836: Příchvoj,KU,Příchvoj [Jičín] (kód kú: 691836)
735825: Příčina,KU,Příčina [Rakovník] (kód kú: 735825)
735833: Příčovy,KU,Příčovy [Příbram] (kód kú: 735833)
735868: Přídolí,KU,Přídolí [Český Krumlov] (kód kú: 735868)
2025: PR Příhrazské skály,MZCHU,Příhrazské skály [PR] (kód ÚSOP: 2025)
CZ0214012: Příhrazské skály,EVL,Příhrazské skály (sitecode: CZ0214012)
735981: Příjemky,KU,Příjemky [Havlíčkův Brod] (kód kú: 735981)
736007: Příkazy,KU,Příkazy [Olomouc] (kód kú: 736007)
713082: Příkazy u Osíčka,KU,Příkazy u Osíčka [Kroměříž] (kód kú: 713082)
736015: Příkosice,KU,Příkosice [Rokycany] (kód kú: 736015)
777366: Příkrakov,KU,Příkrakov [Chrudim] (kód kú: 777366)
736031: Příkrý,KU,Příkrý [Semily] (kód kú: 736031)
670227: Přílepov,KU,Přílepov [Písek] (kód kú: 670227)
2125: PP Přílepská skála,MZCHU,Přílepská skála [PP] (kód ÚSOP: 2125)
736040: Přílepy,KU,Přílepy [Rakovník] (kód kú: 736040)
736058: Přílepy u Holešova,KU,Přílepy u Holešova [Kroměříž] (kód kú: 736058)
673765: Přílezy,KU,Přílezy [Karlovy Vary] (kód kú: 673765)
736066: Příložany,KU,Příložany [Třebíč] (kód kú: 736066)
736074: Příluka,KU,Příluka [Svitavy] (kód kú: 736074)
635812: Příluky u Zlína,KU,Příluky u Zlína [Zlín] (kód kú: 635812)
736082: Příluky,KU,Příluky [Vsetín] (kód kú: 736082)
343: PR Přimda,MZCHU,Přimda [PR] (kód ÚSOP: 343)
736112: Přimda,KU,Přimda [Tachov] (kód kú: 736112)
758060: Přímělkov,KU,Přímělkov [Jihlava] (kód kú: 758060)
736121: Přímětice,KU,Přímětice [Znojmo] (kód kú: 736121)
736147: Přísečná,KU,Přísečná [Český Krumlov] (kód kú: 736147)
623083: Přísečná-Domoradice,KU,Přísečná-Domoradice [Český Krumlov] (kód kú: 623083)
736201: Přísečnice,KU,Přísečnice [Chomutov] (kód kú: 736201)
655881: Přísednice,KU,Přísednice [Rokycany] (kód kú: 655881)
736228: Příseka,KU,Příseka [Jihlava] (kód kú: 736228)
736244: Příseka u Světlé nad Sázavou,KU,Příseka u Světlé nad Sázavou [Havlíčkův Brod] (kód kú: 736244)
736261: Přísnotice,KU,Přísnotice [Brno-venkov] (kód kú: 736261)
5708: PP Přísnotický les,MZCHU,Přísnotický les [PP] (kód ÚSOP: 5708)
CZ0623801: Přísnotický les,EVL,Přísnotický les (sitecode: CZ0623801)
736279: Přistoupim,KU,Přistoupim [Kolín] (kód kú: 736279)
736295: Přišimasy,KU,Přišimasy [Kolín] (kód kú: 736295)
679640: Příšov,KU,Příšov [Plzeň-sever] (kód kú: 679640)
736309: Příšovice,KU,Příšovice [Liberec] (kód kú: 736309)
344: PP Příšovská homolka,MZCHU,Příšovská homolka [PP] (kód ÚSOP: 344)
736317: Příštpo,KU,Příštpo [Třebíč] (kód kú: 736317)
733113: Přítkov,KU,Přítkov [Teplice] (kód kú: 733113)
736333: Přítluky,KU,Přítluky [Břeclav] (kód kú: 736333)
696005: Přítoky,KU,Přítoky [Kutná Hora] (kód kú: 696005)
736350: Přívětice,KU,Přívětice [Rokycany] (kód kú: 736350)
725692: Přívlaka,KU,Přívlaka [Semily] (kód kú: 725692)
757004: Přívlaky,KU,Přívlaky [Louny] (kód kú: 757004)
736376: Přívory,KU,Přívory [Mělník] (kód kú: 736376)
713767: Přívoz,KU,Přívoz [Ostrava-město] (kód kú: 713767)
605654: Přívozec,KU,Přívozec [Domažlice] (kód kú: 605654)
736384: Přívrat,KU,Přívrat [Ústí nad Orlicí] (kód kú: 736384)
612146: Přízřenice,KU,Přízřenice [Brno-město] (kód kú: 612146)
736392: Psárov,KU,Psárov [Tábor] (kód kú: 736392)
736422: Psáry,KU,Psáry [Praha-západ] (kód kú: 736422)
736431: Psáře,KU,Psáře [Benešov] (kód kú: 736431)
1686: PR Psí kuchyně,MZCHU,Psí kuchyně [PR] (kód ÚSOP: 1686)
CZ0530027: Psí kuchyně,EVL,Psí kuchyně (sitecode: CZ0530027)
736457: Psinice,KU,Psinice [Jičín] (kód kú: 736457)
1902: PP Pstruhovec,MZCHU,Pstruhovec [PP] (kód ÚSOP: 1902)
736465: Pstruží,KU,Pstruží [Frýdek-Místek] (kód kú: 736465)
1358: PR Pstruží potok,MZCHU,Pstruží potok [PR] (kód ÚSOP: 1358)
CZ0810014: Pstruží potok,EVL,Pstruží potok (sitecode: CZ0810014)
693154: Pstruží u Merklína,KU,Pstruží u Merklína [Karlovy Vary] (kód kú: 693154)
736473: Pšánky,KU,Pšánky [Hradec Králové] (kód kú: 736473)
631825: Pševes,KU,Pševes [Jičín] (kód kú: 631825)
736538: Pšov u Podbořan,KU,Pšov u Podbořan [Louny] (kód kú: 736538)
736511: Pšov u Žlutic,KU,Pšov u Žlutic [Karlovy Vary] (kód kú: 736511)
736554: Pšovlky,KU,Pšovlky [Rakovník] (kód kú: 736554)
345: NPP Ptačí hora,MZCHU,Ptačí hora [NPP] (kód ÚSOP: 345)
CZ0810032: Ptačí hora,EVL,Ptačí hora (sitecode: CZ0810032)
346: PR Ptačí kupy,MZCHU,Ptačí kupy [PR] (kód ÚSOP: 346)
1973: PP Ptačí ostrovy,MZCHU,Ptačí ostrovy [PP] (kód ÚSOP: 1973)
762555: Ptačí,KU,Ptačí [Sokolov] (kód kú: 762555)
1837: PR Ptačí stěna,MZCHU,Ptačí stěna [PR] (kód ÚSOP: 1837)
736562: Ptáčov,KU,Ptáčov [Třebíč] (kód kú: 736562)
5972: PP Ptáčovské rybníky,MZCHU,Ptáčovské rybníky [PP] (kód ÚSOP: 5972)
347: PP Ptáčovský kopeček,MZCHU,Ptáčovský kopeček [PP] (kód ÚSOP: 347)
CZ0612141: Ptáčovský kopeček,EVL,Ptáčovský kopeček (sitecode: CZ0612141)
736589: Ptení,KU,Ptení [Prostějov] (kód kú: 736589)
736601: Ptenín,KU,Ptenín [Plzeň-jih] (kód kú: 736601)
736635: Ptice,KU,Ptice [Praha-západ] (kód kú: 736635)
736651: Ptýrov,KU,Ptýrov [Mladá Boleslav] (kód kú: 736651)
711055: Pucheř,KU,Pucheř [Kutná Hora] (kód kú: 711055)
605999: Puchlovice,KU,Puchlovice [Hradec Králové] (kód kú: 605999)
736694: Puclice,KU,Puclice [Domažlice] (kód kú: 736694)
736708: Pucov,KU,Pucov [Třebíč] (kód kú: 736708)
349: PR Pučanka,MZCHU,Pučanka [PR] (kód ÚSOP: 349)
669733: Pučery,KU,Pučery [Kolín] (kód kú: 669733)
736716: Pudlov,KU,Pudlov [Karviná] (kód kú: 736716)
736767: Puklice,KU,Puklice [Jihlava] (kód kú: 736767)
772755: Pukšice,KU,Pukšice [Havlíčkův Brod] (kód kú: 772755)
350: NPR Pulčín - Hradisko,MZCHU,Pulčín - Hradisko [NPR] (kód ÚSOP: 350)
736783: Pulčín,KU,Pulčín [Vsetín] (kód kú: 736783)
744328: Pulečný,KU,Pulečný [Jablonec nad Nisou] (kód kú: 744328)
627534: Pulice,KU,Pulice [Rychnov nad Kněžnou] (kód kú: 627534)
991899: Pulkava,KU,Pulkava [Vyškov] (kód kú: 991899)
604828: Pulkov,KU,Pulkov [Třebíč] (kód kú: 604828)
762296: Pulovice,KU,Pulovice [Karlovy Vary] (kód kú: 762296)
736791: Purkarec,KU,Purkarec [České Budějovice] (kód kú: 736791)
CZ0313129: Purkrabský rybník a Točník,EVL,Purkrabský rybník a Točník (sitecode: CZ0313129)
736821: Pustá Kamenice,KU,Pustá Kamenice [Svitavy] (kód kú: 736821)
736830: Pustá Polom,KU,Pustá Polom [Opava] (kód kú: 736830)
776556: Pustá Proseč,KU,Pustá Proseč [Jičín] (kód kú: 776556)
1191: PR Pustá Rudná,MZCHU,Pustá Rudná [PR] (kód ÚSOP: 1191)
736899: Pustá Rybná,KU,Pustá Rybná [Svitavy] (kód kú: 736899)
CZ0210023: Pustá seč,EVL,Pustá seč (sitecode: CZ0210023)
660396: Pusté Žibřidovice,KU,Pusté Žibřidovice [Šumperk] (kód kú: 660396)
736902: Pustějov,KU,Pustějov [Nový Jičín] (kód kú: 736902)
736911: Pustiměř,KU,Pustiměř [Vyškov] (kód kú: 736911)
693251: Pustina u Měřína,KU,Pustina u Měřína [Žďár nad Sázavou] (kód kú: 693251)
736937: Pustina,KU,Pustina [Ústí nad Orlicí] (kód kú: 736937)
715301: Pustkovec,KU,Pustkovec [Ostrava-město] (kód kú: 715301)
736961: Pustověty,KU,Pustověty [Rakovník] (kód kú: 736961)
351: PP Pustý kopec u Konic,MZCHU,Pustý kopec u Konic [PP] (kód ÚSOP: 351)
5825: PP Pustý mlýn,MZCHU,Pustý mlýn [PP] (kód ÚSOP: 5825)
352: PP Pustý zámek,MZCHU,Pustý zámek [PP] (kód ÚSOP: 352)
725129: Pušperk,KU,Pušperk [Klatovy] (kód kú: 725129)
736970: Putim,KU,Putim [Písek] (kód kú: 736970)
736996: Putimov,KU,Putimov [Pelhřimov] (kód kú: 736996)
792471: Putkov,KU,Putkov [Prachatice] (kód kú: 792471)
737003: Pyšel,KU,Pyšel [Třebíč] (kód kú: 737003)
737054: Pyšely,KU,Pyšely [Benešov] (kód kú: 737054)
607029: Pyšná,KU,Pyšná [Chomutov] (kód kú: 607029)
620459: Pytlov,KU,Pytlov [Tachov] (kód kú: 620459)
3382: PP Quarré,MZCHU,Quarré [PP] (kód ÚSOP: 3382)
CZ0510403: Quarré,EVL,Quarré (sitecode: CZ0510403)
737089: Rabakov,KU,Rabakov [Mladá Boleslav] (kód kú: 737089)
737119: Rabí,KU,Rabí [Klatovy] (kód kú: 737119)
CZ0323164: Rabí,EVL,Rabí (sitecode: CZ0323164)
737135: Rabštejn nad Střelou,KU,Rabštejn nad Střelou [Plzeň-sever] (kód kú: 737135)
1526: PR Rabštejn,MZCHU,Rabštejn [PR] (kód ÚSOP: 1526)
CZ0714078: Rabštejn,EVL,Rabštejn (sitecode: CZ0714078)
737151: Rabštejnská Lhota,KU,Rabštejnská Lhota [Chrudim] (kód kú: 737151)
737194: Ráby,KU,Ráby [Pardubice] (kód kú: 737194)
737267: Rabyně,KU,Rabyně [Benešov] (kód kú: 737267)
737283: Racková,KU,Racková [Zlín] (kód kú: 737283)
737291: Rácov,KU,Rácov [Jihlava] (kód kú: 737291)
754749: Racov,KU,Racov [Tachov] (kód kú: 754749)
769479: Rácovice,KU,Rácovice [Třebíč] (kód kú: 769479)
458: PP Racovské rybníčky,MZCHU,Racovské rybníčky [PP] (kód ÚSOP: 458)
353: PR Rač,MZCHU,Rač [PR] (kód ÚSOP: 353)
737305: Račerovice,KU,Račerovice [Třebíč] (kód kú: 737305)
719579: Račetice,KU,Račetice [Chomutov] (kód kú: 719579)
644625: Račí,KU,Račí [Prachatice] (kód kú: 644625)
704644: Račí u Nišovic,KU,Račí u Nišovic [Strakonice] (kód kú: 704644)
1964: PR Račí údolí,MZCHU,Račí údolí [PR] (kód ÚSOP: 1964)
737313: Račice nad Berounkou,KU,Račice nad Berounkou [Rakovník] (kód kú: 737313)
737381: Račice nad Trotinou,KU,Račice nad Trotinou [Hradec Králové] (kód kú: 737381)
737356: Račice u Dlouhého,KU,Račice u Dlouhého [Žďár nad Sázavou] (kód kú: 737356)
737348: Račice u Hrotovic,KU,Račice u Hrotovic [Třebíč] (kód kú: 737348)
737330: Račice u Štětí,KU,Račice u Štětí [Litoměřice] (kód kú: 737330)
737372: Račice,KU,Račice [Vyškov] (kód kú: 737372)
702048: Račín u Nečtin,KU,Račín u Nečtin [Plzeň-sever] (kód kú: 702048)
725510: Račín u Polničky,KU,Račín u Polničky [Žďár nad Sázavou] (kód kú: 725510)
737399: Račiněves,KU,Račiněves [Litoměřice] (kód kú: 737399)
CZ0713004: Račinka,EVL,Račinka (sitecode: CZ0713004)
1547: PP Račínská prameniště,MZCHU,Račínská prameniště [PP] (kód ÚSOP: 1547)
792489: Račov,KU,Račov [Prachatice] (kód kú: 792489)
CZ0323166: Radbuza - Nový Dvůr - Pila,EVL,Radbuza - Nový Dvůr - Pila (sitecode: CZ0323166)
CZ0323165: Radbuza,EVL,Radbuza (sitecode: CZ0323165)
737429: Radčice,KU,Radčice [Jablonec nad Nisou] (kód kú: 737429)
673650: Radčice u Krásné Studánky,KU,Radčice u Krásné Studánky [Liberec] (kód kú: 673650)
691143: Radčice u Malont,KU,Radčice u Malont [Český Krumlov] (kód kú: 691143)
737411: Radčice u Plzně,KU,Radčice u Plzně [Plzeň-město] (kód kú: 737411)
737437: Radčice u Skutče,KU,Radčice u Skutče [Chrudim] (kód kú: 737437)
737402: Radčice u Vodňan,KU,Radčice u Vodňan [Strakonice] (kód kú: 737402)
737453: Radeč,KU,Radeč [Trutnov] (kód kú: 737453)
737445: Radeč u Horní Police,KU,Radeč u Horní Police [Česká Lípa] (kód kú: 737445)
702277: Radeč u Nedrahovic,KU,Radeč u Nedrahovic [Příbram] (kód kú: 702277)
633518: Radejčín,KU,Radejčín [Ústí nad Labem] (kód kú: 633518)
616249: Radějov u Buřenic,KU,Radějov u Buřenic [Pelhřimov] (kód kú: 616249)
691500: Radějov u Manětína,KU,Radějov u Manětína [Plzeň-sever] (kód kú: 691500)
737461: Radějov u Strážnice,KU,Radějov u Strážnice [Hodonín] (kód kú: 737461)
737488: Radějovice,KU,Radějovice [Praha-východ] (kód kú: 737488)
703982: Radějovice u Netonic,KU,Radějovice u Netonic [Strakonice] (kód kú: 703982)
734543: Radějovice u Přehýšova,KU,Radějovice u Přehýšova [Plzeň-sever] (kód kú: 734543)
737496: Radenice,KU,Radenice [Žďár nad Sázavou] (kód kú: 737496)
737518: Radenín,KU,Radenín [Tábor] (kód kú: 737518)
605409: Radenov,KU,Radenov [Chomutov] (kód kú: 605409)
737551: Radešín nad Bobrůvkou,KU,Radešín nad Bobrůvkou [Žďár nad Sázavou] (kód kú: 737551)
737534: Radešín,KU,Radešín [Příbram] (kód kú: 737534)
684562: Radešín u Lipové,KU,Radešín u Lipové [Ústí nad Labem] (kód kú: 684562)
737542: Radešín u Martiněvsi,KU,Radešín u Martiněvsi [Litoměřice] (kód kú: 737542)
737569: Radešínská Svratka,KU,Radešínská Svratka [Žďár nad Sázavou] (kód kú: 737569)
725331: Radešov nad Metují,KU,Radešov nad Metují [Náchod] (kód kú: 725331)
623326: Radešov u Čestic,KU,Radešov u Čestic [Strakonice] (kód kú: 623326)
740080: Radešov u Rejštejna,KU,Radešov u Rejštejna [Klatovy] (kód kú: 740080)
737585: Radětice,KU,Radětice [Příbram] (kód kú: 737585)
737593: Radětice u Bechyně,KU,Radětice u Bechyně [Tábor] (kód kú: 737593)
673234: Radětín,KU,Radětín [Pelhřimov] (kód kú: 673234)
737631: Radhostice,KU,Radhostice [Prachatice] (kód kú: 737631)
354: NPR Radhošť,MZCHU,Radhošť [NPR] (kód ÚSOP: 354)
737640: Radhošť,KU,Radhošť [Ústí nad Orlicí] (kód kú: 737640)
737674: Radíč,KU,Radíč [Příbram] (kód kú: 737674)
737704: Radíčeves,KU,Radíčeves [Louny] (kód kú: 737704)
608858: Radihošť,KU,Radihošť [Písek] (kód kú: 608858)
737755: Radíkov u Hranic,KU,Radíkov u Hranic [Přerov] (kód kú: 737755)
737747: Radíkov u Olomouce,KU,Radíkov u Olomouce [Olomouc] (kód kú: 737747)
737763: Radíkovice,KU,Radíkovice [Hradec Králové] (kód kú: 737763)
737798: Radim,KU,Radim [Chrudim] (kód kú: 737798)
355: PR Radim,MZCHU,Radim [PR] (kód ÚSOP: 355)
609498: Radim u Brantic,KU,Radim u Brantic [Bruntál] (kód kú: 609498)
737828: Radim u Jičína,KU,Radim u Jičína [Jičín] (kód kú: 737828)
737780: Radim u Kolína,KU,Radim u Kolína [Kolín] (kód kú: 737780)
737852: Radiměř,KU,Radiměř [Svitavy] (kód kú: 737852)
761699: Radimovice u Sychrova,KU,Radimovice u Sychrova [Liberec] (kód kú: 761699)
737950: Radimovice u Tábora,KU,Radimovice u Tábora [Tábor] (kód kú: 737950)
720429: Radimovice u Velkých Popovic,KU,Radimovice u Velkých Popovic [Praha-východ] (kód kú: 720429)
787361: Radimovice u Všerub,KU,Radimovice u Všerub [Plzeň-sever] (kód kú: 787361)
737909: Radimovice u Želče,KU,Radimovice u Želče [Tábor] (kód kú: 737909)
786276: Radinovy,KU,Radinovy [Klatovy] (kód kú: 786276)
754471: Radišov,KU,Radišov [Svitavy] (kód kú: 754471)
698555: Radkov u Moravce,KU,Radkov u Moravce [Žďár nad Sázavou] (kód kú: 698555)
737976: Radkov u Moravské Třebové,KU,Radkov u Moravské Třebové [Svitavy] (kód kú: 737976)
737968: Radkov u Tábora,KU,Radkov u Tábora [Tábor] (kód kú: 737968)
737984: Radkov u Telče,KU,Radkov u Telče [Jihlava] (kód kú: 737984)
738018: Radkov u Vítkova,KU,Radkov u Vítkova [Opava] (kód kú: 738018)
738026: Radkova Lhota,KU,Radkova Lhota [Přerov] (kód kú: 738026)
774120: Radkovice,KU,Radkovice [Strakonice] (kód kú: 774120)
738034: Radkovice u Budče,KU,Radkovice u Budče [Třebíč] (kód kú: 738034)
738042: Radkovice u Hrotovic,KU,Radkovice u Hrotovic [Třebíč] (kód kú: 738042)
692492: Radkovice u Měčína,KU,Radkovice u Měčína [Klatovy] (kód kú: 692492)
735957: Radkovice u Příchovic,KU,Radkovice u Příchovic [Plzeň-jih] (kód kú: 735957)
738051: Radkovy,KU,Radkovy [Přerov] (kód kú: 738051)
601853: Radkyně,KU,Radkyně [Jičín] (kód kú: 601853)
728641: Radlice,KU,Radlice [Hlavní město Praha] (kód kú: 728641)
600938: Radlice u Barchovic,KU,Radlice u Barchovic [Kolín] (kód kú: 600938)
738069: Radlice u Volfířova,KU,Radlice u Volfířova [Jindřichův Hradec] (kód kú: 738069)
738085: Rádlo,KU,Rádlo [Jablonec nad Nisou] (kód kú: 738085)
1179: PP Rádlo,MZCHU,Rádlo [PP] (kód ÚSOP: 1179)
CZ0323642: Radnice - kostel,EVL,Radnice - kostel (sitecode: CZ0323642)
738131: Radnice,KU,Radnice [Šumperk] (kód kú: 738131)
738107: Radnice u Rokycan,KU,Radnice u Rokycan [Rokycany] (kód kú: 738107)
738166: Radňov u Květinova,KU,Radňov u Květinova [Havlíčkův Brod] (kód kú: 738166)
738158: Radňov u Rynárce,KU,Radňov u Rynárce [Pelhřimov] (kód kú: 738158)
738174: Radňoves,KU,Radňoves [Žďár nad Sázavou] (kód kú: 738174)
738182: Radňovice,KU,Radňovice [Žďár nad Sázavou] (kód kú: 738182)
620122: Radobyčice,KU,Radobyčice [Plzeň-město] (kód kú: 620122)
356: PP Radobýl,MZCHU,Radobýl [PP] (kód ÚSOP: 356)
CZ0423225: Radobýl,EVL,Radobýl (sitecode: CZ0423225)
617601: Radobytce,KU,Radobytce [Písek] (kód kú: 617601)
738191: Radochovy,KU,Radochovy [Plzeň-jih] (kód kú: 738191)
1390: PR Radomilická mokřina,MZCHU,Radomilická mokřina [PR] (kód ÚSOP: 1390)
CZ0313116: Radomilická mokřina,EVL,Radomilická mokřina (sitecode: CZ0313116)
600962: Radomilov,KU,Radomilov [Šumperk] (kód kú: 600962)
738221: Radomyšl,KU,Radomyšl [Strakonice] (kód kú: 738221)
718289: Radonice nad Ohří,KU,Radonice nad Ohří [Louny] (kód kú: 718289)
631841: Radonice u Drahotěšic,KU,Radonice u Drahotěšic [České Budějovice] (kód kú: 631841)
738280: Radonice u Kadaně,KU,Radonice u Kadaně [Chomutov] (kód kú: 738280)
738255: Radonice u Milavčí,KU,Radonice u Milavčí [Domažlice] (kód kú: 738255)
738247: Radonice u Prahy,KU,Radonice u Prahy [Praha-východ] (kód kú: 738247)
738301: Radonín,KU,Radonín [Třebíč] (kód kú: 738301)
640352: Radoňovice,KU,Radoňovice [Liberec] (kód kú: 640352)
3370: PR Radost,MZCHU,Radost [PR] (kód ÚSOP: 3370)
738310: Radostice u Brna,KU,Radostice u Brna [Brno-venkov] (kód kú: 738310)
639133: Radostice u Hlavňovic,KU,Radostice u Hlavňovic [Klatovy] (kód kú: 639133)
768430: Radostice u Trocnova,KU,Radostice u Trocnova [České Budějovice] (kód kú: 768430)
781436: Radostice u Vchynice,KU,Radostice u Vchynice [Litoměřice] (kód kú: 781436)
738387: Radostín nad Oslavou,KU,Radostín nad Oslavou [Žďár nad Sázavou] (kód kú: 738387)
738361: Radostín u Havlíčkova Brodu,KU,Radostín u Havlíčkova Brodu [Havlíčkův Brod] (kód kú: 738361)
738328: Radostín u Sychrova,KU,Radostín u Sychrova [Liberec] (kód kú: 738328)
738379: Radostín u Vojnova Městce,KU,Radostín u Vojnova Městce [Žďár nad Sázavou] (kód kú: 738379)
1045: NPR Radostínské rašeliniště,MZCHU,Radostínské rašeliniště [NPR] (kód ÚSOP: 1045)
738450: Radostov,KU,Radostov [Hradec Králové] (kód kú: 738450)
683612: Radostovice u Lična,KU,Radostovice u Lična [Rychnov nad Kněžnou] (kód kú: 683612)
684236: Radostovice u Lipničky,KU,Radostovice u Lipničky [Havlíčkův Brod] (kód kú: 684236)
738484: Radostovice u Smilových Hor,KU,Radostovice u Smilových Hor [Tábor] (kód kú: 738484)
738492: Radošice,KU,Radošice [Plzeň-jih] (kód kú: 738492)
735795: Radoškov,KU,Radoškov [Brno-venkov] (kód kú: 735795)
738514: Radošov,KU,Radošov [Třebíč] (kód kú: 738514)
991244: Radošov u Hradiště,KU,Radošov u Hradiště [Karlovy Vary] (kód kú: 991244)
678694: Radošov u Kyselky,KU,Radošov u Kyselky [Karlovy Vary] (kód kú: 678694)
738557: Radošovice u Českých Budějovic,KU,Radošovice u Českých Budějovic [České Budějovice] (kód kú: 738557)
738590: Radošovice u Strakonic,KU,Radošovice u Strakonic [Strakonice] (kód kú: 738590)
738549: Radošovice u Vlašimi,KU,Radošovice u Vlašimi [Benešov] (kód kú: 738549)
738603: Radotice,KU,Radotice [Třebíč] (kód kú: 738603)
